ID;Price Guide Sequence;Product Line;Product Name;Price (Non UPH Products);Price Grade 02;Price Grade 03;Price Grade 04;Price Grade 05;Price Grade 06;Price Grade 07;Price Grade 08;Price Grade 09;Price Grade 10;Price Grade 11;Price Grade 12;Price Grade 13;Price Optional Armpad or Armcap - Polyurethane;Price Optional Armcap - Polyurethane;Price Optional ArmPAD - Polyurethane;Price Optional Armpad or Armcap - Solid Surface;Price Optional Armcap - Solid Surface;Price Optional ArmPAD - Solid Surface;Price Optional Casters;Price Optional Swivel Tablet;Price Optional Chrome Finish;Price Optional Ganging Brackets;Price Optional Power Unit;Price Optional Bevel Edge;Price Optional Shelf;Country of Origin
LW1101;1;Lenox Wood;Guest Chair;;630;718;735;756;787;832;894;981;1.097;1.237;1.419;1.656;68;;68;166;;166;;;;47;;;;US
LW1201;2;Lenox Wood;Oversize Guest Chair;;741;846;867;893;929;983;1.057;1.162;1.301;1.47;1.688;1.972;68;;68;166;;166;;;;47;;;;US
LW1102;3;Lenox Wood;Armless Guest Chair;;630;718;735;756;787;832;894;981;1.097;1.237;1.419;1.656;;;;;;;;;;47;;;;US
LW2101;4;Lenox Wood;2 Seat Sofa;;1.214;1.39;1.424;1.466;1.528;1.618;1.742;1.916;2.148;2.428;2.792;3.266;68;;68;166;;166;;;;47;;;;US
LW2103;5;Lenox Wood;2 Seats with Center Arm;;1.214;1.39;1.424;1.466;1.528;1.618;1.742;1.916;2.148;2.428;2.792;3.266;102;;102;249;;249;;;;47;;;;US
LW3101;6;Lenox Wood;3 Seat Sofa;;1.801;2.065;2.116;2.179;2.272;2.407;2.593;2.854;3.202;3.622;4.168;4.879;68;;68;166;;166;;;;47;;;;US
LW3103;7;Lenox Wood;3 Seats with Center Arms;;1.801;2.065;2.116;2.179;2.272;2.407;2.593;2.854;3.202;3.622;4.168;4.879;136;;136;332;;332;;;;47;;;;US
LW4101;8;Lenox Wood;4 Seat Sofa;;2.387;2.739;2.807;2.891;3.015;3.195;3.443;3.791;4.255;4.815;5.543;6.491;68;;68;166;;166;;;;47;;;;US
LW4103;9;Lenox Wood;4 Seats with Center Arms;;2.387;2.739;2.807;2.891;3.015;3.195;3.443;3.791;4.255;4.815;5.543;6.491;170;;170;415;;415;;;;47;;;;US
LW5101;10;Lenox Wood;5 Seat Sofa;;2.972;3.412;3.497;3.602;3.757;3.982;4.292;4.727;5.307;6.007;6.917;8.102;68;;68;166;;166;;;;47;;;;US
LW5103;11;Lenox Wood;5 Seats with Center Arms;;2.972;3.412;3.497;3.602;3.757;3.982;4.292;4.727;5.307;6.007;6.917;8.102;204;;204;498;;498;;;;47;;;;US
LW2211;12;Lenox Wood;2 Chairs with Laminate Center Table;;1.5;1.676;1.71;1.752;1.814;1.904;2.028;2.202;2.434;2.714;3.078;3.552;136;;136;332;;332;;;;47;222;;;US
LW2311;13;Lenox Wood;2 Chairs with Laminate Corner Table;;1.671;1.847;1.881;1.923;1.985;2.075;2.199;2.373;2.605;2.885;3.249;3.723;136;;136;332;;332;;;;47;222;;;US
LW1001;16;Lenox Wood;1 Seat Bench;;471;541;555;572;597;632;682;752;845;957;1.103;1.292;;;;;;;;;;;;;;US
LW2001;17;Lenox Wood;2 Seat Bench;;910;1.05;1.078;1.112;1.162;1.234;1.332;1.472;1.658;1.882;2.174;2.552;;;;;;;;;;;;;;US
LW3001;18;Lenox Wood;3 Seat Bench;;1.35;1.56;1.602;1.653;1.728;1.836;1.983;2.193;2.472;2.808;3.246;3.813;;;;;;;;;;;;;;US
LW4001;19;Lenox Wood;4 Seat Bench;;1.791;2.071;2.127;2.195;2.295;2.439;2.635;2.915;3.287;3.735;4.319;5.075;;;;;;;;;;;;;;US
LW5001;20;Lenox Wood;5 Seat Bench;;2.23;2.58;2.65;2.735;2.86;3.039;3.285;3.635;4.1;4.66;5.39;6.335;;;;;;;;;;;;;;US
LW0620;21;Lenox Wood;End Table - Solid Wood;539;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
LW0621;22;Lenox Wood;End Table - Laminate Top;414;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
LW0624;23;Lenox Wood;Corner Table - Solid Wood ;644;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
LW0625;24;Lenox Wood;Corner Table - Laminate Top;515;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
LW0840;25;Lenox Wood;Coffee Table - Solid Wood ;718;;;;;;;;;;;;;;;;;;;;;;;222;;;US
LW0841;26;Lenox Wood;Coffee Table - Laminate Top;596;;;;;;;;;;;;;;;;;;;;;;;222;;;US
LW0021;28;Lenox Wood;Connecting Center Table - Laminate;236;;;;;;;;;;;;;;;;;;;;;;;;;;US
LW0031;30;Lenox Wood;Connecting Corner Table - Laminate;404;;;;;;;;;;;;;;;;;;;;;;;;;;US
LX1101;1;Luxe;Guest Chair;;1.877;2.227;2.295;2.381;2.504;2.683;2.93;3.278;3.744;4.305;5.033;5.98;;;;232;232;;;467;;;222;;;US
LX1102;2;Luxe;Armless Guest Chair;;1.422;1.65;1.694;1.75;1.83;1.946;2.107;2.333;2.636;3;3.474;4.089;;;;;;;;;;;222;;;US
LX1401;3;Luxe;Bariatric Chair ;;2.593;3.118;3.219;3.349;3.533;3.802;4.172;4.694;5.393;6.234;7.327;8.747;;;;232;232;;;467;;;222;;;US
LX1501;4;Luxe;Loveseat;;2.999;3.524;3.625;3.755;3.939;4.208;4.578;5.1;5.799;6.64;7.733;9.153;;;;232;232;;;467;;;222;;;US
LX1502;5;Luxe;Armless Loveseat;;2.456;2.859;2.936;3.035;3.177;3.383;3.667;4.067;4.603;5.248;6.085;7.174;;;;;;;;;;;222;;;US
LX1601;6;Luxe;Sofa;;3.786;4.486;4.621;4.793;5.039;5.398;5.891;6.587;7.519;8.641;10.098;11.991;;;;232;232;;;467;;;222;;;US
LX1602;7;Luxe;Armless Sofa;;3.246;3.841;3.956;4.102;4.311;4.616;5.036;5.627;6.419;7.373;8.611;10.22;;;;;;;;;;;222;;;US
LX2001;8;Luxe;2 Seat Bench;;1.435;1.68;1.728;1.788;1.874;2;2.172;2.416;2.742;3.135;3.644;4.307;;;;;;;;;;;222;;;US
LX3001;9;Luxe;3 Seat Bench;;1.871;2.186;2.247;2.325;2.435;2.597;2.819;3.132;3.551;4.056;4.711;5.563;;;;;;;;;;;222;;;US
LX0524;11;Luxe;End Table - Laminate;567;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
LX0525;11;Luxe;End Table - Solid Surface;1.129;;;;;;;;;;;;;;;;;;;;;;;222;;;US
LX0530;12;Luxe;"Conversational Table - 30"" Round";717;;;;;;;;;;;;;;;;;;;;;;;222;;;US
LX0536;13;Luxe;"Conversational Table - 36"" Round";829;;;;;;;;;;;;;;;;;;;;;;;222;;;US
LX0080;14;Luxe;Personal Table;632;;;;;;;;;;;;;;;;;;;;;;;;;;US
UV0090;0;Misc;Universal Ganging Brackets - Set of 2;47;;;;;;;;;;;;;;;;;;;;;;;;;;CN
PWC5;0;Misc;AC Power & USB Charging Unit for Chairs;222;;;;;;;;;;;;;;;;;;;;;;;;;;CN
PWT7;0;Misc;AC Power & USB Charging Unit for Tables;222;;;;;;;;;;;;;;;;;;;;;;;;;;CN
MT5136;1;Mystic Conference;"Round Table 36""";1.082;;;;;;;;;;;;;;;;;;;114;;;;222;;138;US
MT5142;2;Mystic Conference;"Round Table 42"" ";1.284;;;;;;;;;;;;;;;;;;;114;;;;222;;138;US
MT5148;3;Mystic Conference;"Round Table 48"" ";1.34;;;;;;;;;;;;;;;;;;;114;;;;222;;217;US
MT6136;13;Mystic Conference;"Square Table 36"" ";1.065;;;;;;;;;;;;;;;;;;;114;;;;222;;138;US
MT6142;14;Mystic Conference;"Square Table 42"" ";1.261;;;;;;;;;;;;;;;;;;;114;;;;222;;138;US
MT6148;15;Mystic Conference;"Square Table 48"" ";1.323;;;;;;;;;;;;;;;;;;;114;;;;222;;217;US
MT8160;25;Mystic Conference;"Rectangular Table 36x60"" ";1.682;;;;;;;;;;;;;;;;;;;;;;;222;;357;US
MT8172;26;Mystic Conference;"Rectangular Table 36x72""";1.759;;;;;;;;;;;;;;;;;;;;;;;222;;417;US
MG1101;1;Mystic Guest;Guest Chair - Standard Back;;693;787;805;827;860;908;973;1.066;1.19;1.339;1.533;1.785;66;66;;450;450;;70;;;;;;;US
MG1102;2;Mystic Guest;Armless Guest Chair - Standard Back;;655;749;767;789;822;870;935;1.028;1.152;1.301;1.495;1.747;;;;;;;70;;;;;;;US
MG1201;3;Mystic Guest;Oversize Guest Chair - Standard Back;;802;925;949;979;1.022;1.085;1.171;1.293;1.456;1.652;1.907;2.238;66;66;;450;450;;70;;;;;;;US
MG1401;4;Mystic Guest;Bariatric Chair - Standard Back;;1.091;1.284;1.321;1.368;1.436;1.535;1.67;1.862;2.118;2.426;2.827;3.348;66;66;;450;450;;;;;;;;;US
MG2101;5;Mystic Guest;2 Seat Sofa - Standard Back;;1.333;1.521;1.557;1.601;1.667;1.763;1.893;2.079;2.327;2.625;3.013;3.517;66;66;;450;450;;;;;;;;;US
MG2102;6;Mystic Guest;2 Seat Sofa - Armless - Standard Back;;1.293;1.481;1.517;1.561;1.627;1.723;1.853;2.039;2.287;2.585;2.973;3.477;;;;;;;;;;;;;;US
MG2103;7;Mystic Guest;2 Seats with Center Arm - Standard Back;;1.373;1.561;1.597;1.641;1.707;1.803;1.933;2.119;2.367;2.665;3.053;3.557;99;99;;675;675;;;;;;;;;US
MG3101;8;Mystic Guest;3 Seat Sofa - Standard Back;;1.971;2.253;2.307;2.373;2.472;2.616;2.811;3.09;3.462;3.909;4.491;5.247;66;66;;450;450;;;;;;;;;US
MG3103;9;Mystic Guest;3 Seats with Center Arms - Standard Back;;2.051;2.333;2.387;2.453;2.552;2.696;2.891;3.17;3.542;3.989;4.571;5.327;132;132;;900;900;;;;;;;;;US
MG4101;10;Mystic Guest;4 Seat Sofa - Standard Back;;2.612;2.988;3.06;3.148;3.28;3.472;3.732;4.104;4.6;5.196;5.972;6.98;66;66;;450;450;;;;;;;;;US
MG4103;11;Mystic Guest;4 Seats with Center Arms - Standard Back;;2.73;3.106;3.178;3.266;3.398;3.59;3.85;4.222;4.718;5.314;6.09;7.098;165;165;;1125;1125;;;;;;;;;US
MG5101;12;Mystic Guest;5 Seat Sofa - Standard Back;;3.25;3.72;3.81;3.92;4.085;4.325;4.65;5.115;5.735;6.48;7.45;8.71;66;66;;450;450;;;;;;;;;US
MG5103;13;Mystic Guest;5 Seats with Center Arms - Standard Back;;3.408;3.878;3.968;4.078;4.243;4.483;4.808;5.273;5.893;6.638;7.608;8.868;198;198;;1350;1350;;;;;;;;;US
MG2201;14;Mystic Guest;2 Chairs with Center Table - Standard Back;;1.739;1.927;1.963;2.007;2.073;2.169;2.299;2.485;2.733;3.031;3.419;3.923;132;132;;900;900;;;;;;222;;;US
MG2301;15;Mystic Guest;2 Chairs with Corner Table - Standard Back;;1.94;2.128;2.164;2.208;2.274;2.37;2.5;2.686;2.934;3.232;3.62;4.124;132;132;;900;900;;;;;;222;;;US
MG1121;16;Mystic Guest;Guest Chair - Split Back;;772;886;908;936;976;1.034;1.115;1.228;1.379;1.561;1.798;2.106;66;66;;450;450;;70;;;;;;;US
MG1221;17;Mystic Guest;Oversize Guest Chair - Split Back;;883;1.023;1.05;1.085;1.134;1.206;1.304;1.444;1.63;1.854;2.146;2.524;66;66;;450;450;;70;;;;;;;US
MG1122;18;Mystic Guest;Armless Guest Chair - Split Back;;736;850;872;900;940;998;1.079;1.192;1.343;1.525;1.762;2.07;;;;;;;70;;;;;;;US
MG1421;19;Mystic Guest;Bariatric Chair - Split Back;;1.162;1.39;1.434;1.49;1.57;1.686;1.847;2.073;2.376;2.74;3.214;3.829;66;66;;450;450;;;;;;;;;US
MG2121;20;Mystic Guest;2 Seat Sofa - Split Back;;1.494;1.722;1.766;1.822;1.902;2.018;2.18;2.406;2.708;3.072;3.546;4.162;66;66;;450;450;;;;;;;;;US
MG2122;21;Mystic Guest;2 Seat Sofa - Armless - Split Back;;1.454;1.682;1.726;1.782;1.862;1.978;2.14;2.366;2.668;3.032;3.506;4.122;;;;;;;;;;;;;;US
MG2123;22;Mystic Guest;2 Seats with Center Arm - Split Back;;1.529;1.757;1.801;1.857;1.937;2.053;2.215;2.441;2.743;3.107;3.581;4.197;99;99;;675;675;;;;;;;;;US
MG3121;23;Mystic Guest;3 Seat Sofa - Split Back;;2.214;2.556;2.622;2.706;2.826;3;3.243;3.582;4.035;4.581;5.292;6.216;66;66;;450;450;;;;;;;;;US
MG3123;24;Mystic Guest;3 Seats with Center Arms - Split Back;;2.288;2.63;2.696;2.78;2.9;3.074;3.317;3.656;4.109;4.655;5.366;6.29;132;132;;900;900;;;;;;;;;US
MG4121;25;Mystic Guest;4 Seat Sofa - Split Back;;2.935;3.391;3.479;3.591;3.751;3.983;4.307;4.759;5.363;6.091;7.039;8.271;66;66;;450;450;;;;;;;;;US
MG4123;26;Mystic Guest;4 Seats with Center Arms - Split Back;;3.045;3.501;3.589;3.701;3.861;4.093;4.417;4.869;5.473;6.201;7.149;8.381;165;165;;1125;1125;;;;;;;;;US
MG5121;27;Mystic Guest;5 Seat Sofa - Split Back;;3.656;4.226;4.336;4.476;4.676;4.966;5.371;5.936;6.691;7.601;8.786;10.326;66;66;;450;450;;;;;;;;;US
MG5123;28;Mystic Guest;5 Seats with Center Arms - Split Back;;3.801;4.371;4.481;4.621;4.821;5.111;5.516;6.081;6.836;7.746;8.931;10.471;198;198;;1350;1350;;;;;;;;;US
MG2221;29;Mystic Guest;2 Chairs with Center Table - Split  Back;;1.897;2.125;2.169;2.225;2.305;2.421;2.583;2.809;3.111;3.475;3.949;4.565;132;132;;900;900;;;;;;222;;;US
MG2321;30;Mystic Guest;2 Chairs with Corner Table - Split Back;;2.098;2.326;2.37;2.426;2.506;2.622;2.784;3.01;3.312;3.676;4.15;4.766;132;132;;900;900;;;;;;222;;;US
MG1001;31;Mystic Guest;1 Seat Bench;;505;575;589;606;631;667;716;786;879;991;1.137;1.326;;;;;;;;;;;;;;US
MG1002;32;Mystic Guest;Scooter;;579;649;663;680;705;741;790;860;953;1.065;1.211;1.4;;;;;;; -   ;;;;;;;US
MG2001;33;Mystic Guest;2 Seat Bench;;780;885;906;932;968;1.022;1.096;1.201;1.34;1.509;1.727;2.011;;;;;;;;;;;;;;US
MG3001;34;Mystic Guest;3 Seat Bench;;1.084;1.242;1.272;1.311;1.366;1.447;1.558;1.715;1.924;2.177;2.504;2.93;;;;;;;;;;;;;;US
MG0620;35;Mystic Guest;End Table - Laminate;479;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
MG0621;36;Mystic Guest;End Table - Solid Surface;908;;;;;;;;;;;;;;;;;;;;;;;222;;;US
MG0840;37;Mystic Guest;Coffee Table - Laminate;669;;;;;;;;;;;;;;;;;;;;;;;222;;;US
MG0841;38;Mystic Guest;Coffee Table - Solid Surface;1.44;;;;;;;;;;;;;;;;;;;;;;;222;;;US
MG0020;40;Mystic Guest;Connecting Center Table;345;;;;;;;;;;;;;;;;;;;;;;;;;;US
MG0030;41;Mystic Guest;Connecting Corner Table;545;;;;;;;;;;;;;;;;;;;;;;;;;;US
MG0090;42;Mystic Guest;Ganging Brackets - Set of 2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;;;;;;;;;;;;;;CN
ML1101;1;Mystic Lounge;Guest Chair;;1.253;1.498;1.546;1.606;1.692;1.818;1.99;2.234;2.56;2.953;3.462;4.125;;;;;;;;;;;;;;US
ML1401;2;Mystic Lounge;Bariatric Chair;;2.035;2.315;2.369;2.438;2.536;2.68;2.877;3.156;3.529;3.977;4.56;5.317;;;;;;;;;;;;;;US
ML1501;3;Mystic Lounge;Loveseat;;1.9;2.25;2.318;2.404;2.527;2.706;2.953;3.301;3.767;4.328;5.056;6.003;;;;;;;;;;;;;;US
ML1601;4;Mystic Lounge;Sofa;;2.748;3.168;3.249;3.353;3.5;3.715;4.011;4.429;4.988;5.661;6.535;7.671;;;;;;;;;;;;;;US
ML2001;5;Mystic Lounge;2 Seat Bench;;780;885;906;932;968;1.022;1.096;1.201;1.34;1.509;1.727;2.011;;;;;;;;;;;;;;US
ML3001;6;Mystic Lounge;3 Seat Bench;;1.084;1.242;1.272;1.311;1.366;1.447;1.558;1.715;1.924;2.177;2.504;2.93;;;;;;;;;;;;;;US
ML6116;7;Mystic Lounge;"Laminate Cylinder Table - 16"" Tall";772;;;;;;;;;;;;;;;;;;;;;;;222;;;US
ML6216;8;Mystic Lounge;"Laminate Cylinder Table Solid Surface Top - 16"" Tall";1.157;;;;;;;;;;;;;;;;;;;;;;;222;;;US
ML6120;9;Mystic Lounge;"Laminate Cylinder Table - 20"" Tall";852;;;;;;;;;;;;;;;;;;;;;;;222;;;US
ML6220;10;Mystic Lounge;"Laminate Cylinder Table Solid Surface Top - 20"" Tall";1.231;;;;;;;;;;;;;;;;;;;;;;;222;;;US
ML6316;11;Mystic Lounge;"Laminate Cube Table - 16"" Tall";815;;;;;;;;;;;;;;;;;;;;;;;222;;;US
ML6416;12;Mystic Lounge;"Laminate Cube Table Solid Surface Top - 16"" Tall";1.209;;;;;;;;;;;;;;;;;;;;;;;222;;;US
ML6320;13;Mystic Lounge;"Laminate Cube Table - 20"" Tall";917;;;;;;;;;;;;;;;;;;;;;;;222;;;US
ML6420;14;Mystic Lounge;"Laminate Cube Table Solid Surface Top - 20"" Tall";1.313;;;;;;;;;;;;;;;;;;;;;;;222;;;US
ML0620;15;Mystic Lounge;End Table - Laminate;479;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
ML0621;16;Mystic Lounge;End Table - Solid Surface;908;;;;;;;;;;;;;;;;;;;;;;;222;;;US
ML0840;17;Mystic Lounge;Coffee Table - Laminate;669;;;;;;;;;;;;;;;;;;;;;;;222;;;US
ML0841;18;Mystic Lounge;Coffee Table - Solid Surface;1.44;;;;;;;;;;;;;;;;;;;;;;;222;;;US
MT8110;33;Mystic Utility;"Rectangular Table 20x48"" ";927;;;;;;;;;;;;;;;;;;;114;;;;222;;117;US
MT8120;34;Mystic Utility;"Rectangular Table 20x60"" ";1.065;;;;;;;;;;;;;;;;;;;114;;;;222;;190;US
NP1101;1;Newport;Guest Chair;;680;774;792;814;847;895;960;1.053;1.177;1.326;1.52;1.772;68;;68;228;;228;;;;47;;;;US
NP1201;2;Newport;Oversize Guest Chair;;784;907;931;961;1.004;1.067;1.153;1.275;1.438;1.634;1.889;2.22;68;;68;228;;228;;;;47;;;;US
NP1401;3;Newport;Bariatric Chair;;1.101;1.276;1.31;1.353;1.415;1.504;1.628;1.802;2.035;2.315;2.679;3.153;68;;68;228;;228;;;;47;;;;US
NP1501;4;Newport;Loveseat;;1.286;1.479;1.516;1.563;1.631;1.73;1.865;2.057;2.313;2.621;3.022;3.543;68;;68;228;;228;;;;47;;;;US
NP1161;5;Newport;Hip Chair - Guest;;870;964;982;1.004;1.037;1.085;1.15;1.243;1.367;1.516;1.71;1.962;68;;68;228;;228;;;;47;;;;US
NP1261;6;Newport;Hip Chair - Oversize;;978;1.101;1.125;1.155;1.198;1.261;1.347;1.469;1.632;1.828;2.083;2.414;68;;68;228;;228;;;;47;;;;US
NP2201;7;Newport;2 Chairs with Connecting Center Table;;1.719;1.907;1.943;1.987;2.053;2.149;2.279;2.465;2.713;3.011;3.399;3.903;136;;136;456;;456;;;;47;222;;;US
NP2301;8;Newport;2 Chairs with Connecting Corner Table;;1.918;2.106;2.142;2.186;2.252;2.348;2.478;2.664;2.912;3.21;3.598;4.102;136;;136;456;;456;;;;47;222;;;US
NP2001;9;Newport;2 Seat Bench;;895;1.018;1.042;1.072;1.115;1.178;1.264;1.386;1.549;1.745;2;2.331;;;;;;;;;;;;;;US
NP3001;10;Newport;3 Seat Bench;;1.21;1.368;1.398;1.437;1.492;1.573;1.684;1.841;2.05;2.303;2.63;3.056;;;;;;;;;;;;;;US
NP0620;11;Newport;End Table - Laminate;519;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
NP0621;12;Newport;End Table - Solid Surface;951;;;;;;;;;;;;;;;;;;;;;;;222;;;US
NP0840;13;Newport;Coffee Table - Laminate;711;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
NP0841;14;Newport;Coffee Table - Solid Surface;1.48;;;;;;;;;;;;;;;;;;;;;;;222;;;US
NP0020;15;Newport;Connecting Center Table;356;;;;;;;;;;;;;;;;;;;;;;;;;;US
NP0030;16;Newport;Connecting Corner Table;557;;;;;;;;;;;;;;;;;;;;;;;;;;US
NP0090;17;Newport;Ganging Brackets - Set of 2;47;;;;;;;;;;;;;;;;;;;;;;;;;;CN
PL0018;1;Pillows;"Pillow - Large 18 x 18""";;238;309;322;339;364;399;449;519;612;724;870;1.059;;;;;;;;;;;;;;US
PL0128;2;Pillows;"Pillow - Small 12 x 18""";;227;281;291;303;322;349;385;438;509;592;701;843;;;;;;;;;;;;;;US
RV1101;1;Ravenna;Guest Chair;;1.632;1.982;2.05;2.136;2.259;2.438;2.685;3.033;3.499;4.06;4.788;5.735;;;;;;;105;467;;;222;;;US
RV1201;2;Ravenna;Oversize Guest Chair;;1.845;2.265;2.346;2.45;2.597;2.812;3.108;3.526;4.085;4.758;5.632;6.768;;;;;;;105;467;;;222;;;US
RV1102;3;Ravenna;Armless Guest Chair;;1.182;1.392;1.433;1.485;1.558;1.666;1.814;2.023;2.302;2.639;3.076;3.644;;;;;;;105;;;;222;;;US
RV1202;4;Ravenna;Armless Oversize Guest Chair;;1.4;1.68;1.734;1.803;1.901;2.045;2.242;2.521;2.894;3.342;3.925;4.682;;;;;;;105;;;;222;;;US
RV1501;5;Ravenna;Loveseat;;2.503;2.993;3.088;3.208;3.38;3.632;3.977;4.464;5.117;5.902;6.921;8.246;;;;;;;;467;;;222;;;US
RV1502;6;Ravenna;Armless Loveseat;;2.057;2.407;2.475;2.561;2.684;2.863;3.11;3.458;3.924;4.485;5.213;6.16;;;;;;;;;;;222;;;US
RV2101;7;Ravenna;2 Seat Sofa;;2.817;3.377;3.485;3.623;3.819;4.107;4.501;5.058;5.804;6.701;7.866;9.381;;;;;;;;467;;;222;;;US
RV2102;8;Ravenna;2 Seat Sofa - Armless;;2.366;2.786;2.867;2.971;3.118;3.333;3.629;4.047;4.606;5.279;6.153;7.289;;;;;;;;;;;222;;;US
RV2103;9;Ravenna;2 Seats with Center Arm;;3.022;3.652;3.774;3.929;4.15;4.473;4.917;5.543;6.382;7.391;8.702;10.406;;;;;;;;467;;;222;;;US
RV3101;10;Ravenna;3 Seat Sofa;;4;4.77;4.919;5.108;5.378;5.773;6.316;7.081;8.107;9.34;10.943;13.025;;;;;;;;467;;;222;;;US
RV3102;11;Ravenna;3 Seat Sofa - Armless;;3.551;4.181;4.303;4.458;4.679;5.002;5.446;6.072;6.911;7.92;9.231;10.935;;;;;;;;;;;222;;;US
RV3103;12;Ravenna;3 Seats with Center Arms;;4.415;5.325;5.501;5.724;6.044;6.511;7.152;8.056;9.268;10.726;12.62;15.081;;;;;;;;467;;;222;;;US
RV4101;13;Ravenna;4 Seat Sofa;;5.187;6.167;6.356;6.597;6.941;7.444;8.134;9.108;10.414;11.984;14.023;16.673;;;;;;;;467;;;222;;;US
RV4102;14;Ravenna;4 Seat Sofa - Armless;;4.734;5.574;5.736;5.943;6.237;6.668;7.26;8.095;9.214;10.56;12.308;14.579;;;;;;;;;;;222;;;US
RV4103;15;Ravenna;4 Seats with Center Arms;;5.805;6.995;7.224;7.517;7.934;8.545;9.384;10.566;12.151;14.058;16.534;19.752;;;;;;;;467;;;222;;;US
RV5101;16;Ravenna;5 Seat Sofa;;6.37;7.56;7.789;8.082;8.499;9.11;9.949;11.131;12.716;14.623;17.099;20.317;;;;;;;;467;;;222;;;US
RV5102;17;Ravenna;5 Seat Sofa - Armless;;5.919;6.969;7.171;7.43;7.798;8.337;9.077;10.12;11.519;13.201;15.386;18.226;;;;;;;;;;;222;;;US
RV5103;18;Ravenna;5 Seats with Center Arms;;7.196;8.666;8.949;9.311;9.826;10.581;11.617;13.078;15.036;17.391;20.45;24.425;;;;;;;;467;;;222;;;US
RV1001;19;Ravenna;Ottoman;;763;886;910;940;983;1.046;1.132;1.254;1.417;1.613;1.868;2.199;;;;;;;;;;;222;;;US
RV1003;20;Ravenna;Ottoman with Lid;;998;1.138;1.165;1.2;1.249;1.321;1.419;1.559;1.745;1.969;2.261;2.639;;;;;;;;;;;;;;US
RV6001;21;Ravenna;Loveseat Bench;;1.318;1.476;1.506;1.545;1.6;1.681;1.792;1.949;2.158;2.411;2.738;3.164;;;;;;;;;;;222;;;US
RV2001;22;Ravenna;2 Seat Bench;;1.526;1.772;1.82;1.88;1.966;2.092;2.264;2.508;2.834;3.226;3.736;4.398;;;;;;;;;;;222;;;US
RV3001;23;Ravenna;3 Seat Bench;;2.29;2.659;2.731;2.821;2.95;3.139;3.397;3.763;4.252;4.84;5.605;6.598;;;;;;;;;;;222;;;US
RV4001;24;Ravenna;4 Seat Bench;;3.055;3.547;3.643;3.763;3.935;4.187;4.531;5.019;5.671;6.455;7.475;8.799;;;;;;;;;;;222;;;US
RV5001;25;Ravenna;5 Seat Bench;;3.818;4.433;4.553;4.703;4.918;5.233;5.663;6.273;7.088;8.068;9.343;10.998;;;;;;;;;;;222;;;US
RV0620;26;Ravenna;End Table - Glass Top ;758;;;;;;;;;;;;;;;;;;;;;;;;;;TW
RV0840;27;Ravenna;Coffee Table - Glass Top ;913;;;;;;;;;;;;;;;;;;;;;;;;;;TW
RV0860;28;Ravenna;Sofa Table - Glass Top ;965;;;;;;;;;;;;;;;;;;;;;;;;;;TW
RY1101;1;Rhapsody;Guest Chair;;772;877;898;924;960;1.014;1.088;1.193;1.332;1.501;1.719;2.003;85;;85;209;;209;;;;47;;;;US
RY1201;2;Rhapsody;Oversize Guest Chair;;874;1.014;1.041;1.076;1.125;1.197;1.295;1.435;1.621;1.845;2.137;2.515;85;;85;209;;209;;;;47;;;;US
RY1401;3;Rhapsody;Bariatric Chair;;1.166;1.341;1.375;1.418;1.48;1.569;1.693;1.867;2.1;2.38;2.744;3.218;85;;85;209;;209;;;;47;;;;US
RY1501;4;Rhapsody;Loveseat;;1.294;1.487;1.524;1.571;1.639;1.738;1.873;2.065;2.321;2.629;3.03;3.551;85;;85;209;;209;;;;47;;;;US
RY1161;5;Rhapsody;Hip Chair - Guest;;965;1.07;1.091;1.117;1.153;1.207;1.281;1.386;1.525;1.694;1.912;2.196;85;;85;209;;209;;;;47;;;;US
RY1261;6;Rhapsody;Hip Chair - Oversize;;1.072;1.212;1.239;1.274;1.323;1.395;1.493;1.633;1.819;2.043;2.335;2.713;85;;85;209;;209;;;;47;;;;US
RY2001;7;Rhapsody;2 Seat Bench;;1.131;1.236;1.257;1.283;1.319;1.373;1.447;1.552;1.691;1.86;2.078;2.362;;;;;;;;;;;;;;US
RY3001;8;Rhapsody;3 Seat Bench;;1.455;1.613;1.643;1.682;1.737;1.818;1.929;2.086;2.295;2.548;2.875;3.301;;;;;;;;;;;;;;US
RY0524;9;Rhapsody;End Table - Laminate;567;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
RY0525;10;Rhapsody;End Table - Solid Surface;1.129;;;;;;;;;;;;;;;;;;;;;;;222;;;US
RY0530;11;Rhapsody;"Conversational Table - 30"" Round";717;;;;;;;;;;;;;;;;;;;;;;;222;;;US
RY0080;12;Rhapsody;Personal Table;632;;;;;;;;;;;;;;;;;;;;;;;;;;US
RY0090;13;Rhapsody;Ganging Brackets - Set of 2;47;;;;;;;;;;;;;;;;;;;;;;;;;;CN
